;d;d;d;d;d;;;renewable;renewable;renewable;renewable;renewable;;;
h250;66682;64537;59598;47990;72478;;h250;0,204012611;0,058147847;0,174171873;0,37102701;0,095348837;;;
h251;67163;65314;61868;51722;74712;;h251;0,22667431;0,080032494;0,200636567;0,399592307;0,104343546;;;
h252;67839;66150;63004;54899;72534;;h252;0,237068883;0,100243704;0,228162207;0,418796771;0,108059555;;;
h253;67363;65670;62215;55157;69166;;h253;0,234374701;0,113436231;0,23852116;0,434541212;0,104318937;;;
h254;66854;64283;60621;53545;68678;;h254;0,209515621;0,108334687;0,242308146;0,433964541;0,098831057;;;
h255;66292;62858;59346;52584;67670;;h255;0,180720359;0,090300569;0,223461629;0,42408068;0,094672081;;;
h256;65973;62296;58961;52181;67039;;h256;0,151199006;0,062193339;0,212601674;0,398237803;0,099310939;;;
h257;66153;63114;60273;53382;67803;;h257;0,133562625;0,043054427;0,207370624;0,378403026;0,105266396;;;
h258;69211;66252;64087;58218;69832;;h258;0,128747492;0,03717303;0,230004126;0,381246144;0,119724376;;;
h259;69152;65765;64271;59249;69559;;h259;0,127429063;0,034735987;0,255584699;0,380334201;0,128940568;;;
h260;67831;63594;62078;57556;67641;;h260;0,131116843;0,033956133;0,285350112;0,381299788;0,13197982;;;
h261;63808;59485;57994;54337;63406;;h261;0,129301615;0,030787977;0,289476011;0,373078883;0,133185677;;;
h262;60415;56457;55678;52475;60395;;h262;0,136046623;0,029910642;0,285364847;0,359507014;0,132250523;;;
h263;57579;54861;54599;53009;57714;;h263;0,150300946;0,029455727;0,279721207;0,341536357;0,130478651;;;
h264;52409;51446;51212;49464;53325;;h264;0,162568071;0,02997563;0,275418484;0,333985999;0,126738034;;;
h265;48698;48256;48113;46324;50129;;h265;0,181988385;0,029760551;0,266739361;0,330521771;0,124343279;;;
h266;46824;45807;45903;44506;48153;;h266;0,206441999;0,027827415;0,26566368;0,326083167;0,121193479;;;
h267;45765;44046;44872;43870;47644;;h267;0,228985175;0,027031418;0,258325474;0,313263514;0,119114119;;;
h268;46127;43458;44667;43792;48294;;h268;0,256189821;0,027973618;0,249646352;0,301650731;0,12135343;;;
h269;47187;43202;44658;45262;49411;;h269;0,283127006;0,030735242;0,237268655;0,298338541;0,126791756;;;
h270;50197;42440;44200;49645;52296;;h270;0,304523919;0,03089769;0,227484381;0,309119923;0,133152876;;;
h271;57520;42143;43465;58843;59188;;h271;0,331461103;0,030605283;0,218112696;0,3330562;0,140719779;;;
h272;64302;45491;45261;66966;65760;;h272;0,346095063;0,027567497;0,200106095;0,344441018;0,142996001;;;
h273;66686;49223;47936;70189;68277;;h273;0,366403026;0,025244485;0,189128257;0,354002119;0,146760997;;;
h274;66349;51884;51009;70007;68350;;h274;0,403045239;0,034032945;0,208166333;0,365856275;0,158855737;;;
h275;67141;53755;53433;71741;68634;;h275;0,440604463;0,057977842;0,243604857;0,394244566;0,178443556;;;
h276;68474;54770;56188;73242;69187;;h276;0,484449029;0,078657526;0,281445243;0,414399313;0,190870501;;;
h277;67965;54357;56167;72823;68944;;h277;0,497000611;0,086146399;0,298494047;0,420071608;0,201661027;;;
h278;67304;52506;53814;72199;68779;;h278;0,486970808;0,082345105;0,278999175;0,420017969;0,205352199;;;
h279;66406;51182;52211;71189;67884;;h279;0,472871771;0,064686962;0,227808558;0,409048851;0,195176869;;;
h280;66040;51086;51769;70039;67135;;h280;0,453347088;0,038938887;0,153910763;0,397757902;0,171541064;;;
h281;66455;52159;53572;70279;67395;;h281;0,433956136;0,020695929;0,103044324;0,383007255;0,161661027;;;
h282;69215;56564;59513;72125;70313;;h282;0,411833257;0,02106956;0,088235294;0,374961447;0,167160874;;;
h283;68688;57461;61589;72070;70052;;h283;0,397180193;0,02321388;0,078878345;0,373647299;0,171258074;;;
h284;66576;55799;60340;70229;68298;;h284;0,372268073;0,025098281;0,075724979;0,378367506;0,178714242;;;
h285;61949;51960;57716;65706;64287;;h285;0,34978221;0,023555021;0,075047153;0,377603154;0,188864965;;;
h286;58884;50062;56139;62549;60573;;h286;0,338911814;0,024610936;0,07239479;0,372172234;0,191165795;;;
h287;56598;50250;56161;59502;57889;;h287;0,335969739;0,02368498;0,063273606;0,352111354;0,190796678;;;
h288;51912;47786;53028;54211;53461;;h288;0,337287941;0,024091101;0,062360014;0,328537138;0,191891726;;;
h289;47884;45027;50017;49979;50229;;h289;0,332346481;0,024399753;0,061561584;0,306677393;0,194493313;;;
h290;45832;42591;48109;47777;48513;;h290;0,337178875;0,022547841;0,062578278;0,287959238;0,197950371;;;
h291;44841;41370;47550;46721;47574;;h291;0,325413046;0,023555021;0,061944686;0,273625637;0,203191319;;;
h292;45101;40492;47932;46691;47990;;h292;0,324190622;0,023782449;0,073673508;0,27130598;0,212147682;;;
h293;46323;40065;49714;48905;49529;;h293;0,323522109;0,024675915;0,082617472;0,282126575;0,215543226;;;
h294;48946;38996;53790;52462;52492;;h294;0,326960176;0,022872738;0,089498578;0,296755162;0,224278139;;;
h295;56093;37581;63454;59379;59886;;h295;0,332728488;0,024269794;0,102170422;0,316733709;0,236150241;;;
h296;63273;38900;71474;66891;66786;;h296;0,335096934;0,02368498;0,119395288;0,329337624;0,237552748;;;
h297;65738;41184;74199;68870;69263;;h297;0,344379715;0,025813054;0,132258682;0,348659158;0,226283479;;;
h298;65460;44530;74146;68400;68270;;h298;0,379734505;0,035738653;0,155185878;0,384245106;0,219799958;;;
h299;66190;47500;74516;68338;68457;;h299;0,412529844;0,049887911;0,172160255;0,432166801;0,22323241;;;
h300;66648;50169;75674;68752;69367;;h300;0,4307516;0,063224926;0,180662177;0,464293376;0,222617275;;;
h301;66421;50537;75048;68187;68762;;h301;0,442135422;0,070275188;0,172764377;0,467551622;0,22117786;;;
h302;65154;48788;74543;67442;67896;;h302;0,441390507;0,069365476;0,145961955;0,435411639;0,209748656;;;
h303;64202;47285;73556;65406;66891;;h303;0,418088053;0,056613275;0,106369812;0,387355859;0,193816665;;;
h304;63420;47082;72916;65424;67089;;h304;0,368828192;0,040270964;0,075367999;0,329149906;0,173603336;;;
h305;63908;48620;73101;65910;67942;;h305;0,343653901;0,03247344;0,05506358;0,282528828;0,161140706;;;
h306;67322;53065;76150;69273;70205;;h306;0,327323083;0,032099808;0,053531171;0,266840976;0,149330118;;;
h307;66662;54747;75617;68702;70087;;h307;0,316989781;0,035251308;0,058747256;0,259828372;0,134074776;;;
h308;63824;53454;73484;66051;68213;;h308;0,303886926;0,036924526;0,057494806;0,253030303;0,12190741;;;
h309;59396;51049;68985;61526;64107;;h309;0,305605959;0,03754183;0,051247292;0,239313489;0,113332431;;;
h310;56263;50033;65437;58663;60566;;h310;0,303886926;0,038370317;0,045412351;0,247546259;0,10474515;;;
h311;54524;50820;62550;56608;57860;;h311;0,298882628;0,03653465;0,042097043;0,24864575;0,106750489;;;
h312;50598;48166;57323;52389;53653;;h312;0,275981282;0,034958901;0,036011611;0,237811746;0,113123285;;;
h313;47263;45356;53529;47894;50178;;h313;0,26820743;0,034337134;0,031735742;0,223413954;0,120950085;;;
h314;44990;43536;51384;45224;48163;;h314;0,258714545;0,035279213;0,029275264;0,213680485;0,117247657;;;
h315;43620;42580;50377;43702;47610;;h315;0,247273422;0,037813079;0,029024796;0,198852362;0,112573495;;;
h316;43183;42662;50759;44227;48395;;h316;0,230656098;0,037260826;0,026726386;0,200407572;0,110580826;;;
h317;43261;44052;52330;45963;49365;;h317;0,211364722;0,036221291;0,026549585;0,209738832;0,101909026;;;
h318;42687;47645;55898;50021;51700;;h318;0,191748639;0,036286262;0,026328584;0,228964445;0,102954562;;;
h319;42449;56228;64504;58197;59144;;h319;0,17591443;0,034791931;0,025326713;0,254906956;0,11069153;;;
h320;45883;63688;72210;66118;65928;;h320;0,163804794;0,035392912;0,022217966;0,288250121;0,119732343;;;
h321;49686;66416;74468;68911;68349;;h321;0,155209627;0,035100543;0,022173766;0,299337695;0,132168073;;;
h322;53070;66956;73920;68256;67626;;h322;0,164740712;0,035863951;0,032207211;0,312503352;0,166166449;;;
h323;55229;68091;74514;69626;68086;;h323;0,19077452;0,038917584;0,049754689;0,32855151;0,203621245;;;
h324;56077;68880;75136;69926;68777;;h324;0,218221755;0,042750869;0,058462128;0,331675337;0,237693424;;;
h325;55252;68580;74529;68689;68751;;h325;0,242154522;0,0424585;0,058182193;0,324435566;0,250129154;;;
h326;53170;68147;73925;67969;68544;;h326;0,240702894;0,038300361;0,051080695;0,299337695;0,231518611;;;
h327;51548;67245;72974;66644;68106;;h327;0,210638907;0,030650034;0,038851974;0,255000804;0,190902605;;;
h328;51206;66701;72638;65780;66814;;h328;0,149670519;0,019393821;0,024280642;0,209819274;0,141184285;;;
h329;52590;66229;73057;66111;66671;;h329;0,109712539;0,011889679;0,016972876;0,196827908;0,121036188;;;
h330;57557;68951;76269;69174;69527;;h330;0,107802502;0,009014716;0,02089196;0,194602349;0,127567714;;;
h331;58167;68945;75786;67966;69661;;h331;0,110209149;0,009112172;0,024295375;0,19379793;0,136239514;;;
h332;56198;67132;73818;66532;68416;;h332;0,100544361;0,010655232;0,022424233;0,193167802;0,130790425;;;
h333;52543;63481;69463;62618;64541;;h333;0,091528985;0,015300653;0,021481296;0,199133909;0,129080666;;;
h334;50660;60568;65780;59407;61266;;h334;0,080202464;0,017639606;0,021009827;0,201962782;0,127813722;;;
h335;50784;58529;62542;57203;58630;;h335;0,070308471;0,018874054;0,02084776;0,200943852;0,122094024;;;
h336;48094;54340;57374;53474;54287;;h336;0,065819883;0,02247994;0,022129566;0,197002199;0,119855347;;;
h337;45261;51675;53620;49686;51406;;h337;0,06027617;0,026893158;0,022629167;0,194967289;0,118806888;;;
h338;42786;49658;51461;47749;49369;;h338;0,057411333;0,029913767;0,022334517;0,196482196;0,119717097;;;
h339;41770;48692;50471;46978;48369;;h339;0,054355507;0,031212953;0,021067519;0,206831832;0,118597786;;;
h340;41002;48133;51005;47478;48804;;h340;0,051070494;0,034850675;0,022187192;0,227209352;0,116592866;;;
h341;40644;49068;52548;48564;50081;;h341;0,045608205;0,033535249;0,022540772;0,251152939;0,117773678;;;
h342;40019;51551;55780;51779;53038;;h342;0,043736511;0,033486529;0,02246711;0,276651652;0,117257073;;;
h343;38511;58823;64175;59454;60201;;h343;0,040203212;0,031846306;0,023704642;0,304992492;0,120073801;;;
h344;39992;65668;71520;66237;66821;;h344;0,036517122;0,03145655;0,025575674;0,319149507;0,118302583;;;
h345;43171;67404;73453;69251;69456;;h345;0,040508795;0,029994966;0,034871901;0,335800086;0,116420664;;;
h346;46602;67303;72891;69049;69546;;h346;0,064936305;0,036718255;0,057559998;0,351337945;0,113370234;;;
h347;50023;68188;73259;70087;70083;;h347;0,110028839;0,048946847;0,093905152;0,375737344;0,111512915;;;
h348;52938;69008;74209;71367;70869;;h348;0,147118929;0,062344707;0,134007101;0,39462677;0,106420664;;;
h349;52445;68599;73777;70490;70117;;h349;0,158960255;0,067866249;0,139811718;0,400337838;0,099606396;;;
h350;49930;68015;73406;69658;69186;;h350;0,147672797;0,063254137;0,126022069;0,384156478;0,09097171;;;
h351;48431;67161;72616;68272;68147;;h351;0,118203174;0,049109245;0,110272994;0,365856928;0,076420664;;;
h352;47730;66588;72212;67488;66906;;h352;0,06801123;0,029361612;0,08365131;0,348281317;0,062632226;;;
h353;49246;66531;72789;67382;67017;;h353;0,02301419;0,019942511;0,067858037;0,336926212;0,052742927;;;
h354;55240;69306;76248;69941;68986;;h354;0,016807044;0,023369115;0,072189401;0,333601459;0,048437884;;;
h355;56983;69281;75873;69342;68439;;h355;0,019538188;0,024067428;0,078377064;0,343119906;0,04697417;;;
h356;55909;67550;73765;68143;66423;;h356;0,020512233;0,026844439;0,088513046;0,353885135;0,043407134;;;
h357;53714;63964;69375;64399;62117;;h357;0,019652782;0,024197346;0,09185733;0,348026598;0,037822878;;;
h358;52443;60721;65900;61048;58779;;h358;0,016195878;0,020689543;0,095894044;0,339232089;0,036088561;;;
h359;53196;58457;63101;58223;56687;;h359;0,016883439;0,017230459;0,093787292;0,322273166;0,032287823;;;
h360;50312;54708;58148;53518;52944;;h360;0,017914781;0,015817594;0,09534894;0,311856499;0,028610086;;;
h361;47883;51677;54402;49927;49587;;h361;0,022627026;0,014936762;0,096162628;0,296661619;0,026900038;;;
h362;46392;49706;52011;47116;47290;;h362;0,025873098;0,013670385;0,09638359;0,285430934;0,025743841;;;
h363;45483;48421;50948;45559;46230;;h363;0,026350461;0,012696248;0,102909332;0,284130962;0,024673743;;;
h364;45751;48271;51570;47119;45663;;h364;0,028298104;0,010439498;0,107623186;0,275553828;0,026813938;;;
h365;47217;49128;52996;49165;45399;;h365;0,031372324;0,00928677;0,103115563;0,263116984;0,029962731;;;
h366;50530;51824;56609;52740;44824;;h366;0,034713868;0,008539931;0,098298593;0,250371899;0,031992226;;;
h367;59075;58876;64871;60040;45422;;h367;0,033549102;0,00824769;0,100552405;0,235040272;0,034021722;;;
h368;66543;65720;72272;67144;48096;;h368;0,035305799;0,007013784;0,096913899;0,221906536;0,040085608;;;
h369;68585;67522;74484;69109;51717;;h369;0,044108381;0,007338496;0,096634013;0,210756262;0,051795181;;;
h370;68629;67900;74033;68231;55019;;h370;0,083634072;0,011105158;0,109214112;0,204819277;0,064783951;;;
h371;69635;68927;74808;68502;56785;;h371;0,138912757;0,01487182;0,124445754;0,208477961;0,076555024;;;
h372;70187;69604;75575;68739;57416;;h372;0,172633709;0,017907879;0,13197319;0,206387284;0,092557287;;;
h373;69605;68995;75128;67506;57414;;h373;0,185637089;0,021333593;0,12918907;0,183430049;0,101499367;;;
h374;68938;68632;74650;65920;55884;;h374;0,177999274;0,021203708;0,123002136;0,152538966;0,107907652;;;
h375;68023;67516;73836;63975;54462;;h375;0,145824979;0,01820012;0,119437284;0,111931597;0,110576746;;;
h376;67218;66732;73251;62889;54105;;h376;0,094689809;0,014547108;0,122781174;0,073897369;0,105361558;;;
h377;67191;66457;73732;63198;54828;;h377;0,0503332;0,011608462;0,122751712;0,051918464;0,096948377;;;
h378;70931;69348;76595;66336;58179;;h378;0,04494854;0,012891075;0,120763055;0,055429728;0,097784775;;;
h379;71089;69372;76000;65858;59045;;h379;0,050524145;0,013232023;0,120144362;0,058177091;0,098990172;;;
h380;69476;67752;73996;63726;57217;;h380;0,052319032;0,0156836;0,130838919;0,059088411;0,101142667;;;
h381;65613;63657;69650;59494;53755;;h381;0,054343052;0,018216356;0,138204316;0,056836914;0,102618664;;;
h382;62559;60452;66054;56086;51437;;h382;0,054533998;0,021203708;0,136466082;0,055965799;0,10424226;;;
h383;60333;58733;63050;53800;51077;;h383;0,056787153;0,023298102;0,122589674;0,052240106;0,107415653;;;
h384;56160;54961;57945;49893;48591;;h384;0,065398789;0,026691345;0,110333653;0,049278315;0,109137649;;;
h385;52619;51783;53740;46568;46057;;h385;0,069101113;0,029931664;0,100807164;0,051689248;0,10862105;;;
h386;50208;49759;51509;43991;44194;;h386;0,075152232;0,030451085;0,090378837;0,055334432;0,107329553;;;
h387;48926;48616;50567;42916;43228;;h387;0,079867143;0,032885873;0,085473988;0,060614589;0,104008561;;;
h388;48854;48381;50948;42647;42539;;h388;0,080401626;0,033729933;0,088066341;0,064675217;0,101683866;;;
h389;49862;48719;52506;42754;42400;;h389;0,080401626;0,034281819;0,093737112;0,068950267;0,097981575;;;
h390;52630;51108;55818;42439;41672;;h390;0,077461966;0,03437921;0,099393154;0,071402726;0,093934884;;;
h391;60541;58170;63869;43168;40259;;h391;0,075553095;0,034054572;0,091925411;0,074217022;0,092188288;;;
h392;67964;65249;71561;46932;41834;;h392;0,07475137;0,037187333;0,087992694;0,07637465;0,084673005;;;
h393;69827;67125;74262;50985;44846;;h393;0,074083265;0,03902154;0,08970129;0,084643321;0,071745735;;;
h394;69282;67064;74105;54019;48228;;h394;0,089506939;0,037722986;0,098376834;0,093903697;0,064648651;;;
h395;69964;67631;74590;55764;50997;;h395;0,12325577;0,034849936;0,112237082;0,107412321;0,061954958;;;
h396;70766;68860;74892;56865;53512;;h396;0,153377746;0,0348824;0,12164909;0,120733325;0,059851662;;;
h397;69976;68161;73546;56167;53427;;h397;0,171072976;0,034638921;0,121487068;0,129042201;0,059175164;;;
h398;69274;67587;72020;53979;51202;;h398;0,167522477;0,033794861;0,114181347;0,129015398;0,055362173;;;
h399;68243;66759;70613;52632;49679;;h399;0,135854315;0,029866736;0,09500383;0,111740977;0,046616893;;;
h400;67457;66299;69584;51884;49290;;h400;0,087827133;0,02787021;0,073661109;0,078331256;0,035719118;;;
h401;67475;65904;69875;52632;50261;;h401;0,048638021;0,027659195;0,057075944;0,059703293;0,029679832;;;
h402;71574;68887;73841;56941;54815;;h402;0,044094909;0,029444706;0,06164202;0,068159584;0,025583941;;;
h403;71900;69273;74030;57997;56781;;h403;0,046862771;0,035028487;0,074323926;0,084830941;0,024194044;;;
h404;70274;67488;71632;56134;55667;;h404;0,050585069;0,036051098;0,080686973;0,091893486;0,022890247;;;
h405;66756;63518;66996;52061;52969;;h405;0,05321931;0,038047624;0,081938962;0,091759471;0,021414251;;;
h406;63679;60924;63402;49753;51694;;h406;0,058010575;0,042982129;0,076931008;0,098084938;0,024550744;;;
h407;61528;58973;61118;49063;52385;;h407;0,065092485;0,03851835;0,07037648;0,099920932;0,028954133;;;
h408;57323;55238;57086;46017;49866;;h408;0,068165766;0,039751976;0,06469098;0,097267452;0,031524827;;;
h409;53791;52000;53267;43223;48079;;h409;0,070621469;0,036614461;0,060507865;0,097902848;0,032936488;;;
h410;51604;50084;50884;41585;46754;;h410;0,075412277;0,038221212;0,059079126;0,099510888;0,034301668;;;
h411;50379;48771;49480;40079;46159;;h411;0,078905176;0,043430983;0,053923879;0,09878727;0,031878782;;;
h412;50371;48262;49303;39750;46282;;h412;0,079229653;0,044956585;0,054056443;0,103142379;0,033625228;;;
h413;51166;48778;49315;39639;47725;;h413;0,086158192;0,046043983;0,052509869;0,104911223;0,03099326;;;
h414;54049;51392;49468;39004;51211;;h414;0,095071767;0,046660716;0,050344665;0,103638191;0,02759876;;;
h415;61064;58425;50195;37940;59891;;h415;0,10001527;0,046514647;0,057267425;0,101574539;0,026996114;;;
h416;67799;65310;53637;39914;66529;;h416;0,111963659;0,049582082;0,0618335;0,105112228;0,030722684;;;
h417;68825;67325;57629;42387;69034;;h417;0,128970072;0,048559604;0,072482767;0,101038526;0,036466276;;;
h418;68177;67890;60502;45460;69154;;h418;0,18514277;0,044907896;0,102339009;0,114358459;0,048875879;;;
h419;69371;68719;62306;48180;69903;;h419;0,242632463;0,043268685;0,13038355;0,133721943;0,062564569;;;
h420;70171;68792;63074;50796;70230;;h420;0,2863796;0,044258703;0,150076592;0,148502513;0,071641167;;;
h421;69605;67954;62104;50911;69322;;h421;0,309799206;0,048673213;0,160799505;0,152361809;0,084247553;;;
h422;68860;66500;59922;48859;68916;;h422;0,303748664;0,05587925;0,15683733;0,136067002;0,091454715;;;
h423;67877;65077;58102;47602;67983;;h423;0,285387082;0,058118965;0,139515701;0,107296482;0,084112264;;;
h424;67402;64122;57859;47460;67716;;h424;0,254160941;0,063442344;0,119793201;0,071477387;0,064065037;;;
h425;67630;64504;58984;48007;67655;;h425;0,242594289;0,067678325;0,119395511;0,046927973;0,047645988;;;
h426;71424;67460;64058;53251;71228;;h426;0,268628798;0,075663394;0,135420963;0,046579564;0,051274167;;;
h427;71134;67085;64773;54899;71834;;h427;0,290884104;0,087640997;0,149664173;0,053386935;0,056919368;;;
h428;68362;64843;62341;53503;70835;;h428;0,297488166;0,105185426;0,158442821;0,055128978;0,06402814;;;
h429;63736;61078;58158;51039;66922;;h429;0,295770347;0,119272904;0,172420904;0,053038526;0,067201259;;;
h430;60025;57879;55886;49698;63557;;h430;0,290998626;0,125959588;0,185633064;0,051122278;0,069833227;;;
h431;57548;56803;55160;50326;61400;;h431;0,274259429;0,11962996;0,189064986;0,047839196;0,072440596;;;
h432;52978;53473;51876;47518;57824;;h432;0,25355016;0,115523817;0,191068167;0,04518593;0,075638314;;;
h433;49252;50820;48439;44377;54915;;h433;0,243507794;0,12364492;0,196853873;0,040679601;0,080857396;;;
h434;47263;48524;46199;42741;53081;;h434;0,227060238;0,127523531;0,203349388;0,034087255;0,082025678;;;
