;d;renewable
h6664;46958;0.085622419
h6665;48707;0.046081991
h6666;51726;0.031696094
h6667;54653;0.040815478
h6668;52937;0.047911412
h6669;50440;0.049616099
h6670;48691;0.048701389
h6671;45062;0.048659811
h6672;42248;0.049004531
h6673;40890;0.048519612
h6674;40410;0.051124319
h6675;40856;0.051706222
h6676;42612;0.050002078
h6677;47242;0.053008576
h6678;57699;0.056499993
h6679;64594;0.061349183
h6680;67155;0.083932555
h6681;68058;0.120398465
h6682;69486;0.168128351
h6683;70700;0.218670768
h6684;69829;0.264419413
h6685;69037;0.285021544
h6686;67491;0.283788464
h6687;66537;0.25901603
h6688;64798;0.205009906
h6689;64737;0.14064037
h6690;66118;0.107194813
h6691;69163;0.11593721
h6692;65570;0.128157169
h6693;60899;0.140584951
h6694;56094;0.135112293
h6695;51129;0.128655943
h6696;47800;0.131833733
h6697;45765;0.131016524
h6698;44955;0.131390501
h6699;45274;0.13640456
h6700;46728;0.137540341
h6701;51021;0.14549081
h6702;60449;0.158399934
h6703;67253;0.164411264
h6704;69451;0.18140643
h6705;69908;0.203886588
h6706;71197;0.221435794
h6707;72511;0.261825284
h6708;71587;0.310746984
h6709;70596;0.340388105
h6710;69167;0.323115919
h6711;68331;0.325387481
h6712;66945;0.293557904
h6713;66937;0.240453204
h6714;68201;0.210562766
h6715;70228;0.199634334
h6716;66189;0.181918916
h6717;61260;0.186129618
h6718;56589;0.181821959
h6719;51503;0.168912836
h6720;47779;0.164801684
h6721;45785;0.162516619
h6722;44969;0.155550632
h6723;45515;0.150108021
h6724;46983;0.132644582
h6725;51076;0.11657988
h6726;60465;0.104725238
h6727;67121;0.096235874
h6728;68760;0.111608132
h6729;69110;0.133433969
h6730;70254;0.154678152
h6731;71386;0.172044649
h6732;70780;0.180243186
h6733;70247;0.181877354
h6734;69232;0.180727897
h6735;68176;0.159746842
h6736;66677;0.149664857
h6737;66652;0.136743851
h6738;68306;0.142352648
h6739;70574;0.156118436
h6740;66429;0.156838577
h6741;61750;0.173900399
h6742;56954;0.174759029
h6743;52016;0.168900953
h6744;48601;0.166375897
h6745;46609;0.164977431
h6746;45706;0.162692808
h6747;45933;0.1650882
h6748;47366;0.162263576
h6749;51547;0.152889701
h6750;60927;0.152322007
h6751;67676;0.144277367
h6752;69221;0.154343552
h6753;69495;0.186535959
h6754;70707;0.222508377
h6755;71979;0.255711556
h6756;70970;0.269848523
h6757;70093;0.26640082
h6758;69105;0.2375315
h6759;67970;0.190911357
h6760;66195;0.143155825
h6761;66062;0.097684916
h6762;67508;0.078244856
h6763;69933;0.092201822
h6764;65917;0.109440337
h6765;61328;0.122511146
h6766;56740;0.126374235
h6767;51665;0.116266512
h6768;47949;0.114543115
h6769;46029;0.111346369
h6770;44917;0.109049141
h6771;45253;0.107430011
h6772;46547;0.108274173
h6773;50828;0.105617138
h6774;60115;0.103928814
h6775;66875;0.099984777
h6776;68756;0.109201367
h6777;69133;0.132658004
h6778;70036;0.165912456
h6779;70589;0.198239714
h6780;69469;0.216811281
h6781;68111;0.216769765
h6782;66341;0.185203637
h6783;64843;0.139411301
h6784;63397;0.085121988
h6785;63664;0.041668397
h6786;65376;0.022972281
h6787;67298;0.024798993
h6788;63069;0.025947607
h6789;58490;0.025006573
h6790;54547;0.020716569
h6791;49954;0.014115498
h6792;46347;0.011665075
h6793;44052;0.010295155
h6794;42757;0.009976891
h6795;42487;0.011305298
h6796;42786;0.01255068
h6797;43783;0.015027606
h6798;46315;0.018099548
h6799;49944;0.021088464
h6800;53409;0.027481423
h6801;56464;0.047891846
h6802;58186;0.070488605
h6803;58906;0.096876859
h6804;57719;0.112928446
h6805;55338;0.11609725
h6806;53329;0.101401746
h6807;52406;0.076812376
h6808;52055;0.05106065
h6809;53297;0.029640085
h6810;55582;0.013713036
h6811;57724;0.014058976
h6812;54263;0.017047892
h6813;50640;0.021116139
h6814;47851;0.028837505
h6815;44230;0.036337471
h6816;41336;0.04753867
h6817;39302;0.05773541
h6818;38058;0.057680069
h6819;37742;0.052837655
h6820;37864;0.052201223
h6821;38543;0.047068264
h6822;39491;0.041160519
h6823;41371;0.040620936
h6824;44592;0.050997537
h6825;47842;0.088740696
h6826;50522;0.132945018
h6827;52939;0.165472205
h6828;51845;0.182628186
h6829;49317;0.189974819
h6830;47643;0.183126262
h6831;46824;0.158955699
h6832;46560;0.100417831
h6833;49073;0.04265475
h6834;53527;0.02818285
h6835;55638;0.04237804
h6836;53046;0.053916821
h6837;50547;0.059174299
h6838;49234;0.067447909
h6839;45763;0.073909073
h6840;43125;0.08498513
h6841;41485;0.076575144
h6842;40740;0.083352929
h6843;41383;0.07992254
h6844;42929;0.081928211
h6845;47821;0.083864721
h6846;58285;0.089328446
h6847;65787;0.083781728
h6848;68208;0.096645688
h6849;68885;0.11657791
h6850;70363;0.130423957
h6851;71712;0.141392904
h6852;70642;0.142610139
h6853;69708;0.142112179
h6854;68514;0.127823501
h6855;67084;0.099080158
h6856;65337;0.06750121
h6857;65457;0.043502317
h6858;67392;0.028342209
h6859;69645;0.028895498
h6860;65278;0.031578947
h6861;60673;0.035119994
h6862;56027;0.03315582
h6863;50963;0.028812504
h6864;47648;0.031864576
h6865;45601;0.038309407
h6866;44647;0.036387022
h6867;44922;0.033925262
h6868;46308;0.034519957
h6869;50463;0.034658258
h6870;60170;0.036815755
h6871;67339;0.040536055
h6872;69387;0.055361934
h6873;69210;0.094321356
h6874;70068;0.1483556
h6875;71044;0.203676043
h6876;69926;0.241971621
h6877;68845;0.245844052
h6878;67893;0.217118911
h6879;66644;0.175877521
h6880;65010;0.113711172
h6881;64885;0.049318176
h6882;67343;0.019749398
h6883;69846;0.022252648
h6884;65807;0.028116615
h6885;60927;0.030149642
h6886;56507;0.031339031
h6887;51478;0.030301773
h6888;47709;0.034285872
h6889;45715;0.035530118
h6890;44818;0.038267457
h6891;45142;0.037382661
h6892;46586;0.037728284
h6893;50854;0.038792805
h6894;60168;0.040424149
h6895;67339;0.040672998
h6896;69203;0.048138471
h6897;69133;0.077792985
h6898;70108;0.121092724
h6899;71133;0.163521491
h6900;70055;0.188558473
h6901;68953;0.192194434
h6902;67824;0.179475481
h6903;66683;0.142466094
h6904;65009;0.092253881
h6905;65336;0.038322757
h6906;68216;0.020474749
h6907;69907;0.018483956
h6908;65504;0.02140102
h6909;60890;0.02271439
h6910;56147;0.025907953
h6911;51217;0.028589994
h6912;47694;0.025567671
h6913;45755;0.023867767
h6914;44755;0.023024725
h6915;45036;0.022527192
h6916;46468;0.024544965
h6917;50738;0.023052365
h6918;60244;0.030128391
h6919;67612;0.035145183
h6920;69788;0.041848059
h6921;70175;0.060975441
h6922;71015;0.089210443
h6923;71938;0.116256893
h6924;71274;0.13481764
h6925;70399;0.124659674
h6926;69066;0.114128557
h6927;68037;0.096037702
h6928;66618;0.071105767
h6929;66857;0.042096825
h6930;69100;0.030764128
h6931;70365;0.038199483
h6932;66100;0.044584491
h6933;61452;0.049932971
h6934;56776;0.052102768
h6935;51768;0.051273546
h6936;48296;0.04800199
h6937;46393;0.04728348
h6938;45235;0.04092743
h6939;45661;0.034557564
h6940;47114;0.027192837
h6941;51215;0.025313657
h6942;60314;0.031959874
h6943;67646;0.034433206
h6944;69942;0.04225391
h6945;70217;0.058821091
h6946;71170;0.091568562
h6947;72087;0.123929144
h6948;70710;0.148455204
h6949;68706;0.171060631
h6950;67128;0.171184989
h6951;65622;0.145235727
h6952;64366;0.099596529
h6953;64495;0.051580722
h6954;67042;0.032208589
h6955;68187;0.036616371
h6956;63612;0.042184823
h6957;58794;0.04324877
h6958;55009;0.041576853
h6959;50788;0.042958603
h6960;46930;0.041141689
h6961;44440;0.036292551
h6962;42934;0.03058687
h6963;42765;0.029592175
h6964;43225;0.029730327
h6965;43964;0.029481653
h6966;46289;0.036126768
h6967;49942;0.039912135
h6968;53351;0.061795424
h6969;56164;0.107689545
h6970;58094;0.158778183
h6971;58955;0.205984748
h6972;57543;0.244874558
h6973;55263;0.260444297
h6974;53401;0.249323055
h6975;52309;0.208996463
h6976;51593;0.15723088
h6977;52934;0.107993479
h6978;56548;0.096816976
h6979;58744;0.120164677
h6980;54889;0.128495248
h6981;51307;0.13497458
h6982;48647;0.129586649
h6983;44901;0.131562224
h6984;41200;0.131962865
h6985;39006;0.125483532
h6986;37926;0.116724691
h6987;37359;0.111695955
h6988;37522;0.106833002
h6989;37962;0.1057416
h6990;39010;0.107026415
h6991;41135;0.110369695
h6992;44295;0.12900641
h6993;47478;0.179708223
h6994;50052;0.234043435
h6995;52163;0.293393568
h6996;51330;0.348916888
h6997;49150;0.388041556
h6998;47413;0.372458002
h6999;46215;0.333637268
h7000;46387;0.278970491
h7001;48629;0.205542661
h7002;53321;0.198054819
h7003;55469;0.216470491
h7004;52963;0.230575818
h7005;50434;0.237676835
h7006;48874;0.212256852
h7007;45469;0.209037909
h7008;42916;0.200988991
h7009;41472;0.192135033
h7010;40805;0.19379256
h7011;41151;0.202549829
h7012;42969;0.201610564
h7013;47807;0.191085266
h7014;58083;0.195988784
h7015;65903;0.193764935
h7016;68246;0.197922566
h7017;68739;0.220299184
h7018;70327;0.268049781
h7019;71777;0.312927331
h7020;70754;0.339254389
h7021;69857;0.332375651
h7022;68600;0.303037419
h7023;67343;0.250107049
h7024;65499;0.186223186
h7025;65916;0.130806525
h7026;69100;0.104728096
h7027;69994;0.105971242
h7028;65652;0.105777864
h7029;61163;0.104672846
h7030;56743;0.098401867
h7031;51698;0.088760584
h7032;47987;0.082931813
h7033;46103;0.082724725
h7034;45146;0.080874739
h7035;45486;0.078348267
h7036;47113;0.077050516
h7037;51128;0.078306849
h7038;60497;0.083152707
h7039;67807;0.094473513
h7040;69697;0.113387544
h7041;69561;0.15480513
h7042;70674;0.210967377
h7043;72045;0.256637168
h7044;71543;0.292739497
h7045;70911;0.293816354
h7046;69730;0.285298138
h7047;69259;0.259991993
h7048;68144;0.239642152
h7049;68944;0.202338713
h7050;71300;0.18980299
h7051;71245;0.186862342
h7052;66460;0.192785057
h7053;61938;0.205527867
h7054;57394;0.209628208
h7055;52676;0.230834012
h7056;49010;0.242169922
h7057;47098;0.258071641
h7058;46308;0.275574574
h7059;46860;0.292898061
h7060;48431;0.279715646
h7061;52131;0.278721789
h7062;61231;0.274028573
h7063;68654;0.261674374
h7064;71379;0.253751122
h7065;72098;0.271571537
h7066;73593;0.277672717
h7067;74726;0.283304576
h7068;73659;0.290095935
h7069;72644;0.290413417
h7070;71345;0.285664987
h7071;70120;0.254261854
h7072;68783;0.226088757
h7073;69447;0.20378218
h7074;71978;0.201684036
h7075;71703;0.181613638
h7076;66962;0.170349921
h7077;62747;0.15320588
h7078;58493;0.141072538
h7079;53460;0.126440748
h7080;49811;0.122293222
h7081;47785;0.116938322
h7082;46697;0.109181998
h7083;47222;0.102488372
h7084;48521;0.094041984
h7085;52288;0.08511255
h7086;61171;0.075575859
h7087;68683;0.066687829
h7088;70663;0.059593966
h7089;70668;0.066287591
h7090;71742;0.080323502
h7091;72553;0.093462329
h7092;71709;0.102184744
h7093;71064;0.100542391
h7094;69720;0.093821163
h7095;68394;0.080599528
h7096;67233;0.057109734
h7097;67720;0.033399119
h7098;70684;0.02698152
h7099;71145;0.030252426
h7100;66851;0.031466939
h7101;62332;0.033454325
h7102;58145;0.035207088
h7103;53176;0.036739031
h7104;49434;0.038496033
h7105;47337;0.041062435
h7106;46325;0.042842359
h7107;46740;0.044056571
h7108;48354;0.047023111
h7109;52385;0.050872715
h7110;60849;0.05593653
h7111;68267;0.060393239
h7112;70484;0.076923077
h7113;70647;0.113832356
h7114;70996;0.160524319
h7115;71254;0.208140738
h7116;70068;0.233266644
h7117;68414;0.230989997
h7118;66577;0.211976544
h7119;65316;0.174211797
h7120;64208;0.124622284
h7121;64948;0.08200069
h7122;68416;0.076357365
h7123;68645;0.088858227
h7124;63987;0.092749224
h7125;59820;0.09451535
h7126;56418;0.090375992
h7127;52076;0.091286651
h7128;48376;0.094143616
h7129;46125;0.089963441
h7130;44518;0.083851831
h7131;44255;0.08484514
h7132;44910;0.081616886
h7133;45211;0.073656619
h7134;47249;0.066648272
h7135;51040;0.058922536
h7136;54454;0.059846865
h7137;57425;0.073601435
h7138;59060;0.090487687
h7139;59936;0.107001449
h7140;58923;0.114244326
h7141;56757;0.110422846
h7142;55222;0.097082155
h7143;54579;0.074305029
h7144;54271;0.048616955
h7145;56073;0.028033386
h7146;59676;0.025660481
h7147;59193;0.03068221
h7148;55198;0.032227357
h7149;51985;0.037124922
h7150;49824;0.040201421
h7151;46364;0.040160033
h7152;43044;0.042670897
h7153;40881;0.04320894
h7154;39458;0.045499069
h7155;38845;0.049458509
h7156;38921;0.050079327
h7157;39092;0.053086846
h7158;39552;0.05747396
h7159;40810;0.06201283
h7160;43356;0.069228116
h7161;47354;0.091025729
h7162;50414;0.116575843
h7163;52175;0.149686142
h7164;53915;0.176946955
h7165;52698;0.193088225
h7166;50535;0.188314824
h7167;48989;0.156832448
h7168;48250;0.105897772
h7169;49263;0.068828033
h7170;54747;0.065337656
h7171;57371;0.077078016
h7172;55746;0.075960544
h7173;53074;0.073629027
h7174;51151;0.075684624
h7175;49937;0.07856798
h7176;46584;0.077960957
h7177;43917;0.082924138
h7178;42415;0.080027586
h7179;41935;0.075862069
h7180;42688;0.070910345
h7181;45036;0.070703448
h7182;49487;0.067737931
h7183;58870;0.071462069
h7184;65312;0.082441379
h7185;68188;0.106524138
h7186;68865;0.129641379
h7187;70013;0.155972414
h7188;71183;0.178924138
h7189;70124;0.180537931
h7190;69182;0.167751724
h7191;67900;0.136041379
h7192;66967;0.089351724
h7193;66594;0.053724138
h7194;70845;0.054937931
h7195;72231;0.067682759
h7196;69920;0.07737931
h7197;65415;0.078813793
h7198;61143;0.073337931
h7199;57174;0.072482759
h7200;52285;0.068510345
h7201;48999;0.062344002
h7202;47148;0.060275522
h7203;46406;0.060565109
h7204;47264;0.061351131
h7205;49020;0.06049616
h7206;52966;0.057421019
h7207;61368;0.055876553
h7208;67199;0.063571301
h7209;69737;0.089647945
h7210;70123;0.117158735
h7211;70969;0.146682847
h7212;72030;0.170111836
h7213;70991;0.183115683
h7214;69995;0.176275908
h7215;68733;0.145883034
h7216;67900;0.098363142
h7217;67676;0.062412951
h7218;72029;0.076133872
h7219;73338;0.095977495
h7220;71150;0.108664175
h7221;66641;0.11772412
h7222;62270;0.115752168
h7223;58220;0.118910049
h7224;53522;0.123874402
h7225;50194;0.119024969
h7226;47944;0.107236906
h7227;47066;0.095145524
h7228;47716;0.095821097
h7229;49198;0.087521198
h7230;52931;0.085204947
h7231;61268;0.080986061
h7232;67100;0.08188223
h7233;69669;0.091864168
h7234;70143;0.108643201
h7235;71041;0.1340806
h7236;72059;0.144503729
h7237;71191;0.13951276
h7238;70412;0.123395514
h7239;69421;0.092277785
h7240;68769;0.054211303
h7241;68444;0.023300382
h7242;72471;0.014821249
h7243;73130;0.013401166
h7244;70721;0.01136066
h7245;66197;0.009940577
h7246;62149;0.010326619
h7247;58266;0.010450704
h7248;53285;0.009595897
h7249;49684;0.009288736
h7250;47455;0.009040669
h7251;46505;0.008475627
h7252;47124;0.007469577
h7253;48678;0.008627224
h7254;52391;0.007690081
h7255;60751;0.008392938
h7256;66634;0.011824534
h7257;69126;0.024338143
h7258;69879;0.040558978
h7259;70881;0.056655779
h7260;71981;0.068962666
h7261;71038;0.073427874
h7262;70388;0.070795606
h7263;69303;0.054354267
h7264;68456;0.03198688
h7265;68097;0.016675625
h7266;71792;0.015766045
h7267;72247;0.019087389
h7268;70175;0.022877303
h7269;65645;0.026846378
h7270;61244;0.028265873
h7271;57268;0.029809402
h7272;52428;0.031173771
h7273;48663;0.034264309
h7274;46528;0.032253622
h7275;45534;0.035861841
h7276;45838;0.038161736
h7277;47431;0.037693494
h7278;50782;0.038395857
h7279;57853;0.042100479
h7280;63114;0.045047651
h7281;65924;0.071324299
h7282;66549;0.104418003
h7283;67645;0.121426211
h7284;68432;0.141794745
h7285;67318;0.151793092
h7286;65452;0.138200297
h7287;63837;0.103233625
h7288;62628;0.061807966
h7289;62950;0.036123506
h7290;67268;0.039442516
h7291;67632;0.050156999
h7292;65203;0.059521842
h7293;61142;0.061725335
h7294;57266;0.063377954
h7295;54174;0.059039828
h7296;49712;0.054150829
h7297;45924;0.054665877
h7298;43896;0.05505143
h7299;42735;0.055850075
h7300;42401;0.055299285
h7301;42586;0.057282128
h7302;42776;0.060077386
h7303;43457;0.06413946
h7304;45341;0.070583699
h7305;48767;0.104305798
h7306;51906;0.149332856
h7307;53911;0.186593779
h7308;55213;0.212632362
h7309;54174;0.216749515
h7310;52003;0.196108671
h7311;50272;0.150461975
h7312;49646;0.093166077
h7313;50845;0.052710574
h7314;56491;0.056621181
h7315;58456;0.070143068
h7316;56077;0.079823197
h7317;52631;0.081117552
h7318;50268;0.077027939
h7319;48670;0.075458188
h7320;45011;0.07964419
h7321;41724;0.081184165
h7322;39592;0.083841652
h7323;38543;0.083580034
h7324;38344;0.079807229
h7325;38841;0.07848537
h7326;39308;0.079449225
h7327;39657;0.081652324
h7328;41532;0.090409639
h7329;45297;0.125907057
h7330;48364;0.169790017
h7331;50650;0.209129088
h7332;52839;0.2456179
h7333;51812;0.268626506
h7334;49585;0.257487091
h7335;47901;0.20779346
h7336;47427;0.142375215
h7337;48877;0.093163511
h7338;55616;0.101755594
h7339;57692;0.120179002
h7340;55808;0.134196213
h7341;53209;0.14313253
h7342;51231;0.153638554
h7343;50113;0.15329432
h7344;46432;0.155263339
h7345;43672;0.161622834
h7346;42179;0.16719651
h7347;41716;0.184302878
h7348;42543;0.18666997
h7349;44703;0.195381418
h7350;49660;0.20061104
h7351;59748;0.185059797
h7352;65798;0.198698099
h7353;67801;0.221942392
h7354;68398;0.263242641
h7355;69503;0.29996009
h7356;70855;0.335452706
h7357;70513;0.336567441
h7358;69784;0.296643409
h7359;68792;0.257627678
h7360;68248;0.223593851
h7361;68589;0.202661602
h7362;72684;0.221598338
h7363;73150;0.248035451
h7364;70859;0.26756396
h7365;66384;0.262719679
h7366;62092;0.244691246
h7367;58022;0.224529678
h7368;52886;0.213616283
h7369;49197;0.203078997
h7370;47355;0.196213851
h7371;46501;0.180626255
h7372;47061;0.177888452
h7373;48734;0.157829568
h7374;52771;0.158022178
h7375;61736;0.160691192
h7376;67479;0.148886993
h7377;69587;0.148199103
h7378;70045;0.15311064
h7379;70735;0.151239578
h7380;72025;0.151611039
h7381;71082;0.13823845
h7382;70269;0.113157967
h7383;69355;0.082987095
h7384;68997;0.051165286
h7385;69368;0.030556091
h7386;73221;0.028038412
h7387;73423;0.027625678
h7388;71301;0.022879234
h7389;66714;0.018490493
h7390;62282;0.016137908
h7391;58287;0.016509369
h7392;53092;0.017582478
h7393;49513;0.017631445
h7394;47510;0.019680654
h7395;46763;0.019996974
h7396;47430;0.017851494
h7397;49302;0.017122581
h7398;53169;0.016998803
h7399;62265;0.016214878
h7400;68713;0.018993
h7401;70861;0.029115265
h7402;71021;0.045797747
h7403;72125;0.055259864
h7404;73072;0.059880898
h7405;72369;0.057570381
h7406;71781;0.046994265
h7407;71009;0.032319732
h7408;70578;0.021894899
h7409;70894;0.015843545
h7410;74147;0.015706014
h7411;73701;0.015320928
h7412;71528;0.015293422
h7413;66972;0.017301371
h7414;62764;0.016008582
h7415;58860;0.012419029
h7416;53641;0.011965177
h7417;49616;0.010142936
h7418;47696;0.011283672
h7419;46880;0.012451897
h7420;47640;0.014169874
h7421;49179;0.014059923
h7422;52739;0.013468939
h7423;61348;0.015805388
h7424;67533;0.015626718
h7425;69512;0.028078615
h7426;69930;0.051979109
h7427;70789;0.073501924
h7428;71726;0.087630566
h7429;70888;0.089939527
h7430;70374;0.081693238
h7431;69535;0.061091259
h7432;68983;0.039211105
h7433;69346;0.020560748
h7434;73189;0.020450797
h7435;73011;0.025728422
h7436;71056;0.032916438
h7437;66707;0.037919186
h7438;62541;0.04153381
h7439;59002;0.041506322
h7440;54240;0.044172622
h7441;50651;0.048685331
h7442;48282;0.048547957
h7443;47455;0.049866747
h7444;48087;0.05312251
h7445;49608;0.054509987
h7446;53102;0.058905954
h7447;61701;0.071681732
h7448;67747;0.072505976
h7449;69879;0.096986015
h7450;70388;0.129186471
h7451;71243;0.158337226
h7452;71869;0.186567574
h7453;70912;0.201349012
h7454;69553;0.191677886
h7455;68099;0.168557848
h7456;67676;0.142168311
h7457;68308;0.127208286
h7458;72185;0.144448718
h7459;71604;0.146578015
h7460;69012;0.143212353
h7461;64429;0.145355386
h7462;60327;0.143047504
h7463;57115;0.1419073
h7464;52904;0.133815974
h7465;48900;0.13302746
h7466;46624;0.128384411
h7467;45242;0.125870572
h7468;45148;0.126021677
h7469;45462;0.123658942
h7470;45797;0.124977678
h7471;47309;0.126639834
h7472;50626;0.125925519
h7473;54501;0.145775238
h7474;57223;0.186587359
h7475;58580;0.232001319
h7476;58995;0.26323887
h7477;57702;0.26072503
h7478;55317;0.232537055
h7479;53729;0.179512892
h7480;53551;0.108919324
h7481;55280;0.059027158
h7482;60939;0.068038518
h7483;61578;0.08475624
h7484;59138;0.087737132
h7485;55128;0.089399288
h7486;52157;0.08731129
h7487;50408;0.085827713
h7488;47047;0.086528291
h7489;43543;0.084289188
h7490;41518;0.083849609
h7491;40546;0.08310782
h7492;40568;0.086830501
h7493;40821;0.088410237
h7494;40932;0.09095155
h7495;40984;0.089619078
h7496;42533;0.093740127
h7497;45967;0.112628268
h7498;49317;0.137464456
h7499;51819;0.158426858
h7500;54463;0.17120211
h7501;53702;0.168289902
h7502;51447;0.147574763
h7503;50051;0.108603377
h7504;49750;0.068436886
h7505;51755;0.052694479
h7506;57390;0.059686526
h7507;58615;0.058450211
h7508;56874;0.05524953
h7509;54147;0.055744055
h7510;52044;0.053024163
h7511;51321;0.046952484
h7512;47753;0.044150171
h7513;44645;0.038200118
h7514;43062;0.032433026
h7515;42550;0.026199075
h7516;43302;0.023548958
h7517;45461;0.025800871
h7518;49930;0.027379955
h7519;59907;0.034753594
h7520;67189;0.038255043
h7521;69810;0.052507998
h7522;70519;0.067200352
h7523;71619;0.07914647
h7524;72610;0.092451975
h7525;71879;0.096214316
h7526;71246;0.087920689
h7527;70271;0.074038475
h7528;69805;0.059510896
h7529;70198;0.046644788
h7530;73830;0.05381246
h7531;73581;0.062202205
h7532;71568;0.072129842
h7533;66987;0.073585346
h7534;62829;0.069960317
h7535;59077;0.064989633
h7536;53909;0.065360375
h7537;50226;0.063167431
h7538;48064;0.05770445
h7539;47187;0.05332583
h7540;47905;0.04996294
h7541;49768;0.047190271
h7542;53669;0.04806874
h7543;62841;0.052872869
h7544;69160;0.055865155
h7545;71100;0.072885497
h7546;71293;0.101833805
h7547;72141;0.124811266
h7548;73015;0.13779614
h7549;72005;0.140898235
h7550;71499;0.130535043
h7551;70530;0.10805172
h7552;70058;0.094902133
h7553;70806;0.097166937
h7554;74199;0.115861861
h7555;73764;0.120981689
h7556;71891;0.122079776
h7557;67477;0.121969967
h7558;63417;0.12213468
h7559;59318;0.110632223
h7560;54286;0.105567299
h7561;50279;0.095549792
h7562;48253;0.095824242
h7563;47488;0.092077999
h7564;48158;0.089141383
h7565;49939;0.082444801
h7566;53810;0.079878693
h7567;62802;0.075885445
h7568;69064;0.068063618
h7569;71095;0.07854761
h7570;71445;0.095467457
h7571;72426;0.102740384
h7572;73448;0.102122871
h7573;72685;0.091968219
h7574;72118;0.07937096
h7575;71167;0.057154227
h7576;70888;0.032563501
h7577;71894;0.01967807
h7578;75080;0.019225227
h7579;74342;0.01912917
h7580;72023;0.017235464
h7581;67448;0.016563062
h7582;63404;0.015588764
h7583;59352;0.015190811
h7584;54328;0.014504686
h7585;50486;0.012018604
h7586;48466;0.010097823
h7587;47583;0.007587087
h7588;48247;0.005625146
h7589;49931;0.003937602
h7590;53764;0.00315557
h7591;62762;0.003594605
h7592;69395;0.003759244
h7593;71317;0.00831424
h7594;71638;0.019413613
h7595;72465;0.032667005
h7596;73383;0.039938535
h7597;72566;0.041612359
h7598;72006;0.039005584
h7599;71117;0.028537325
h7600;70599;0.014158904
h7601;71296;0.006640416
h7602;74492;0.008657237
h7603;73805;0.014762578
h7604;71490;0.017520271
h7605;67002;0.019317574
h7606;62955;0.021320674
h7607;59241;0.021073717
h7608;54381;0.023310055
h7609;50300;0.026911424
h7610;48170;0.030818584
h7611;47206;0.03606926
h7612;47833;0.039181279
h7613;49616;0.051410005
h7614;53371;0.06635318
h7615;62275;0.080679435
h7616;68880;0.095005689
h7617;70957;0.098213674
h7618;71394;0.113088302
h7619;72062;0.134940981
h7620;72462;0.149294655
h7621;71104;0.164306376
h7622;69808;0.163785421
h7623;68242;0.147457604
h7624;67647;0.125933948
h7625;69000;0.126331519
h7626;72931;0.131582194
h7627;72044;0.13269265
h7628;69371;0.135215168
h7629;64773;0.132596685
h7630;60916;0.126701671
h7631;57989;0.125248482
h7632;53253;0.120463924
h7633;49337;0.112131597
h7634;46933;0.108320768
h7635;45794;0.106977382
h7636;45911;0.115997258
h7637;46298;0.118176833
h7638;46509;0.122357779
h7639;48099;0.117806717
h7640;51674;0.119328307
h7641;55384;0.139849212
h7642;58487;0.160699109
h7643;60313;0.173488691
h7644;61456;0.176148047
h7645;60107;0.166100069
h7646;58246;0.153488691
h7647;56662;0.131898561
h7648;56688;0.116339959
h7649;58808;0.1058122
h7650;62457;0.100657985
h7651;62054;0.08719671
h7652;59521;0.07840987
h7653;55504;0.073639479
h7654;52798;0.072200137
h7655;51425;0.076271419
h7656;47926;0.074928033
h7657;44078;0.075339273
h7658;41586;0.074763537
h7659;40191;0.07591501
h7660;40047;0.075229609
h7661;40640;0.078382454
h7662;40591;0.08124743
h7663;40832;0.090185058
h7664;42811;0.098300206
h7665;46106;0.10283756
h7666;50076;0.109705278
h7667;53282;0.125017135
h7668;56256;0.130212474
h7669;55868;0.130541467
h7670;53995;0.132474297
h7671;52287;0.128169979
h7672;51821;0.10685401
h7673;53608;0.086333105
h7674;58260;0.082686772
h7675;59378;0.079410555
h7676;57619;0.073406443
h7677;54980;0.065798492
h7678;53013;0.063289925
h7679;52313;0.056901988
h7680;48775;0.052131597
h7681;45711;0.045866784
h7682;43817;0.04323643
h7683;43410;0.047003863
h7684;44231;0.044496808
h7685;46237;0.045263994
h7686;50663;0.045236595
h7687;60717;0.044647505
h7688;67879;0.042277447
h7689;69860;0.056086802
h7690;70260;0.085719374
h7691;70976;0.109036359
h7692;71526;0.123969093
h7693;70879;0.124530783
h7694;70669;0.103104365
h7695;69673;0.076348741
h7696;69248;0.052045374
h7697;70778;0.053798942
h7698;74154;0.067046607
h7699;73455;0.070964737
h7700;71194;0.06289558
h7701;66896;0.064745048
h7702;62985;0.065827328
h7703;59142;0.064443653
h7704;53971;0.066005425
h7705;50339;0.065437712
h7706;48332;0.065930755
h7707;47480;0.071107702
h7708;48049;0.071107702
h7709;49739;0.071340528
h7710;53684;0.075120522
h7711;62721;0.074559001
h7712;69700;0.076873562
h7713;71874;0.077640517
h7714;72301;0.083748767
h7715;73037;0.096622658
h7716;74194;0.100566999
h7717;73468;0.102429604
h7718;73123;0.098978306
h7719;72520;0.093500055
h7720;72290;0.085885285
h7721;73054;0.085570286
h7722;75013;0.086734414
h7723;74196;0.081571162
h7724;72022;0.076777693
h7725;67504;0.071751397
h7726;63355;0.06168511
h7727;59586;0.054549688
h7728;54374;0.05100252
h7729;50719;0.044410372
h7730;48543;0.044314542
h7731;47811;0.040399201
h7732;48226;0.035416039
h7733;49687;0.031021548
h7734;53171;0.028721627
h7735;61179;0.024861046
h7736;68190;0.020014785
h7737;70593;0.019111245
h7738;71105;0.023889056
h7739;72195;0.030939408
